FILE_NAME,NUM_JOBS,NUM_MACHINES,ITERATION_SIZE,POPULATION_SIZE,ITERATION,MAKESPAN
u_c_lolo.0,512,16,1000,10,1,40898.02147200003
u_c_lolo.0,512,16,1000,10,2,[28521.84868600002]
u_c_lolo.0,512,16,1000,10,3,[31183.950847000026]
u_c_lolo.0,512,16,1000,10,4,[31525.558218]
u_c_lolo.0,512,16,1000,10,5,[28969.431876]
u_c_lolo.0,512,16,1000,10,6,[28252.455889999987]
u_c_lolo.0,512,16,1000,10,7,[27478.73089499999]
u_c_lolo.0,512,16,1000,10,8,[26939.93224999999]
u_c_lolo.0,512,16,1000,10,9,[25496.11872999999]
u_c_lolo.0,512,16,1000,10,10,[27754.897028]
u_c_lolo.0,512,16,1000,10,11,[26874.28730999999]
u_c_lolo.0,512,16,1000,10,12,[26874.28730999999]
u_c_lolo.0,512,16,1000,10,13,[27011.898564]
u_c_lolo.0,512,16,1000,10,14,[24784.737669999995]
u_c_lolo.0,512,16,1000,10,15,[24807.034439999992]
u_c_lolo.0,512,16,1000,10,16,[25392.778132]
u_c_lolo.0,512,16,1000,10,17,[25323.536314999994]
u_c_lolo.0,512,16,1000,10,18,[26368.758122]
u_c_lolo.0,512,16,1000,10,19,[23621.18896]
u_c_lolo.0,512,16,1000,10,20,[24245.939024999996]
u_c_lolo.0,512,16,1000,10,21,[24807.034439999992]
u_c_lolo.0,512,16,1000,10,22,[25496.11872999999]
u_c_lolo.0,512,16,1000,10,23,[24245.939024999996]
u_c_lolo.0,512,16,1000,10,24,[24439.336796]
u_c_lolo.0,512,16,1000,10,25,[23857.179192]
u_c_lolo.0,512,16,1000,10,26,[24347.91961000001]
u_c_lolo.0,512,16,1000,10,27,[23652.26476400001]
u_c_lolo.0,512,16,1000,10,28,[22440.129512]
u_c_lolo.0,512,16,1000,10,29,[22090.744445]
u_c_lolo.0,512,16,1000,10,30,[22956.60991800001]
u_c_lolo.0,512,16,1000,10,31,[22739.781569999996]
u_c_lolo.0,512,16,1000,10,32,[21551.9458]
u_c_lolo.0,512,16,1000,10,33,[21565.300226000007]
u_c_lolo.0,512,16,1000,10,34,[22260.955072000008]
u_c_lolo.0,512,16,1000,10,35,[21565.300226000007]
u_c_lolo.0,512,16,1000,10,36,[21866.775028]
u_c_lolo.0,512,16,1000,10,37,[20580.494144]
u_c_lolo.0,512,16,1000,10,38,[20869.645380000005]
u_c_lolo.0,512,16,1000,10,39,[20869.645380000005]
u_c_lolo.0,512,16,1000,10,40,[21013.147155000002]
u_c_lolo.0,512,16,1000,10,41,[21849.599788]
u_c_lolo.0,512,16,1000,10,42,[21361.612989999998]
u_c_lolo.0,512,16,1000,10,43,[20173.990534000004]
u_c_lolo.0,512,16,1000,10,44,[20668.54034]
u_c_lolo.0,512,16,1000,10,45,[20078.010616]
u_c_lolo.0,512,16,1000,10,46,[20580.494144]
u_c_lolo.0,512,16,1000,10,47,[20668.54034]
u_c_lolo.0,512,16,1000,10,48,[20535.772509000013]
u_c_lolo.0,512,16,1000,10,49,[20173.990534000004]
u_c_lolo.0,512,16,1000,10,50,[19937.353702]
u_c_lolo.0,512,16,1000,10,51,[19983.44441]
u_c_lolo.0,512,16,1000,10,52,[19487.480892]
u_c_lolo.0,512,16,1000,10,53,[19294.36012]
u_c_lolo.0,512,16,1000,10,54,[20173.990534000004]
u_c_lolo.0,512,16,1000,10,55,[20535.772509000013]
u_c_lolo.0,512,16,1000,10,56,[19937.353702]
u_c_lolo.0,512,16,1000,10,57,[19983.44441]
u_c_lolo.0,512,16,1000,10,58,[19487.480892]
u_c_lolo.0,512,16,1000,10,59,[19935.549865000005]
u_c_lolo.0,512,16,1000,10,60,[19487.480892]
u_c_lolo.0,512,16,1000,10,61,[19294.36012]
u_c_lolo.0,512,16,1000,10,62,[19487.480892]
u_c_lolo.0,512,16,1000,10,63,[18896.951168]
u_c_lolo.0,512,16,1000,10,64,[19478.335688000003]
u_c_lolo.0,512,16,1000,10,65,[19478.335688000003]
u_c_lolo.0,512,16,1000,10,66,[19294.21326]
u_c_lolo.0,512,16,1000,10,67,[18651.072818]
u_c_lolo.0,512,16,1000,10,68,[18651.072818]
u_c_lolo.0,512,16,1000,10,69,[18857.952575000007]
u_c_lolo.0,512,16,1000,10,70,[18782.680842]
u_c_lolo.0,512,16,1000,10,71,[19478.335688000003]
u_c_lolo.0,512,16,1000,10,72,[18782.680842]
u_c_lolo.0,512,16,1000,10,73,[18857.952575000007]
u_c_lolo.0,512,16,1000,10,74,[18782.680842]
u_c_lolo.0,512,16,1000,10,75,[18651.072818]
u_c_lolo.0,512,16,1000,10,76,[18651.072818]
u_c_lolo.0,512,16,1000,10,77,[18782.680842]
u_c_lolo.0,512,16,1000,10,78,[18254.02000800001]
u_c_lolo.0,512,16,1000,10,79,[18651.072818]
u_c_lolo.0,512,16,1000,10,80,[18605.275830000002]
u_c_lolo.0,512,16,1000,10,81,[18254.02000800001]
u_c_lolo.0,512,16,1000,10,82,[18651.072818]
u_c_lolo.0,512,16,1000,10,83,[18744.926508]
u_c_lolo.0,512,16,1000,10,84,[18319.153930000008]
u_c_lolo.0,512,16,1000,10,85,[18744.926508]
u_c_lolo.0,512,16,1000,10,86,[18782.680842]
u_c_lolo.0,512,16,1000,10,87,[18782.680842]
u_c_lolo.0,512,16,1000,10,88,[18651.072818]
u_c_lolo.0,512,16,1000,10,89,[18782.680842]
u_c_lolo.0,512,16,1000,10,90,[18782.680842]
u_c_lolo.0,512,16,1000,10,91,[18605.275830000002]
